613;4.64E+07
614;4.57E+07
615;4.52E+07
616;4.47E+07
617;4.41E+07
618;4.34E+07
619;4.27E+07
620;4.21E+07
621;4.12E+07
622;4.07E+07
623;3.99E+07
624;3.92E+07
625;3.85E+07
626;3.81E+07
627;3.74E+07
628;3.69E+07
629;3.63E+07
630;3.57E+07
631;3.52E+07
632;3.47E+07
633;3.40E+07
634;3.34E+07
635;3.30E+07
636;3.25E+07
637;3.20E+07
638;3.16E+07
639;3.11E+07
640;3.06E+07
641;3.02E+07
642;2.99E+07
643;2.95E+07
644;2.90E+07
645;2.87E+07
646;2.83E+07
647;2.77E+07
648;2.73E+07
649;2.68E+07
650;2.62E+07
651;2.58E+07
652;2.51E+07
653;2.49E+07
654;2.42E+07
655;2.40E+07
656;2.34E+07
657;2.33E+07
658;2.31E+07
659;2.27E+07
660;2.24E+07
661;2.21E+07
662;2.18E+07
663;2.16E+07
664;2.13E+07
665;2.10E+07
666;2.08E+07
667;2.05E+07
668;2.02E+07
669;2.01E+07
670;1.99E+07
671;1.95E+07
672;1.94E+07
673;1.92E+07
674;1.90E+07
675;1.87E+07
676;1.86E+07
677;1.84E+07
678;1.82E+07
679;1.81E+07
680;1.80E+07
681;1.78E+07
682;1.76E+07
683;1.75E+07
684;1.75E+07
685;1.73E+07
686;1.72E+07
687;1.72E+07
688;1.71E+07
689;1.68E+07
690;1.69E+07
691;1.67E+07
692;1.67E+07
693;1.66E+07
694;1.66E+07
695;1.65E+07
696;1.64E+07
697;1.64E+07
698;1.62E+07
699;1.61E+07
700;1.63E+07
701;1.61E+07
702;1.60E+07
703;1.61E+07
704;1.61E+07
705;1.62E+07
706;1.61E+07
707;1.61E+07
708;1.61E+07
709;1.62E+07
710;1.63E+07
711;1.62E+07
712;1.64E+07
713;1.63E+07
714;1.64E+07
715;1.67E+07
716;1.68E+07
717;1.69E+07
718;1.71E+07
719;1.73E+07
720;1.73E+07
721;1.76E+07
722;1.78E+07
723;1.80E+07
724;1.80E+07
725;1.82E+07
726;1.85E+07
727;1.89E+07
728;1.90E+07
729;1.93E+07
730;1.94E+07
731;1.99E+07
732;2.02E+07
733;2.06E+07
734;2.11E+07
735;2.15E+07
736;2.20E+07
737;2.24E+07
738;2.26E+07
739;2.33E+07
740;2.36E+07
741;2.43E+07
742;2.48E+07
743;2.54E+07
744;2.60E+07
745;2.63E+07
746;2.70E+07
747;2.77E+07
748;2.84E+07
749;2.91E+07
750;2.97E+07
751;3.04E+07
752;3.11E+07
753;3.20E+07
754;3.25E+07
755;3.32E+07
756;3.41E+07
757;3.50E+07
758;3.57E+07
759;3.62E+07
760;3.69E+07
761;3.80E+07
762;3.90E+07
763;3.97E+07
764;4.07E+07
765;4.14E+07
766;4.24E+07
767;4.32E+07
768;4.41E+07
769;4.52E+07
770;4.60E+07
771;4.74E+07
772;4.81E+07
773;4.91E+07
774;4.99E+07
775;5.10E+07
776;5.20E+07
777;5.29E+07
778;5.43E+07
779;5.54E+07
780;5.64E+07
781;5.72E+07
782;5.82E+07
783;5.95E+07
784;6.07E+07
785;6.13E+07
786;6.22E+07
787;6.30E+07
788;6.43E+07
789;6.52E+07
790;6.58E+07
791;6.72E+07
792;6.78E+07
793;6.87E+07
794;6.98E+07
795;7.04E+07
796;7.11E+07
797;7.20E+07
